lane_id	source_center	destination_center	route_type	week_start	segment_count	trip_count	avg_delay_minutes	prior_week_avg_delay_minutes	wow_avg_delay_change_minutes	sla_breach_rate_pct	prior_week_sla_breach_rate_pct	wow_sla_breach_rate_change_pct
IND560048AAB -> IND560099AAB | Carting	IND560048AAB	IND560099AAB	Carting	2018-09-17	21	9	7	15.79	-8.79	9.52	42.86	-33.34
IND560048AAB -> IND560099AAB | Carting	IND560048AAB	IND560099AAB	Carting	2018-09-24	18	8	21.94	7	14.94	22.22	9.52	12.70
IND560048AAB -> IND560099AAB | Carting	IND560048AAB	IND560099AAB	Carting	2018-10-01	5	3	43.6	21.94	21.66	60.00	22.22	37.78
IND560048AAB -> IND562132AAA | Carting	IND560048AAB	IND562132AAA	Carting	2018-09-10	8	2	11.38	NULL	NULL	37.50	NULL	NULL
IND560048AAB -> IND562132AAA | Carting	IND560048AAB	IND562132AAA	Carting	2018-09-17	27	7	20.11	11.38	8.73	51.85	37.50	14.35
IND560048AAB -> IND562132AAA | Carting	IND560048AAB	IND562132AAA	Carting	2018-09-24	20	5	16.25	20.11	-3.86	50.00	51.85	-1.85
IND560048AAB -> IND562132AAA | Carting	IND560048AAB	IND562132AAA	Carting	2018-10-01	11	3	3.73	16.25	-12.52	18.18	50.00	-31.82
IND560058AAB -> IND560060AAB | Carting	IND560058AAB	IND560060AAB	Carting	2018-09-10	21	11	3.48	NULL	NULL	9.52	NULL	NULL
IND560058AAB -> IND560060AAB | Carting	IND560058AAB	IND560060AAB	Carting	2018-09-17	32	16	3.19	3.48	-0.29	6.25	9.52	-3.27
IND560058AAB -> IND560060AAB | Carting	IND560058AAB	IND560060AAB	Carting	2018-09-24	25	13	3.16	3.19	-0.03	16.00	6.25	9.75
IND560058AAB -> IND560060AAB | Carting	IND560058AAB	IND560060AAB	Carting	2018-10-01	8	4	13.38	3.16	10.22	37.50	16.00	21.50
IND560058AAB -> IND560099AAB | Carting	IND560058AAB	IND560099AAB	Carting	2018-09-10	14	4	5.14	NULL	NULL	7.14	NULL	NULL
IND560058AAB -> IND560099AAB | Carting	IND560058AAB	IND560099AAB	Carting	2018-09-17	31	8	6.58	5.14	1.44	9.68	7.14	2.54
IND560058AAB -> IND560099AAB | Carting	IND560058AAB	IND560099AAB	Carting	2018-09-24	28	8	12.96	6.58	6.38	21.43	9.68	11.75
IND560058AAB -> IND560099AAB | Carting	IND560058AAB	IND560099AAB	Carting	2018-10-01	5	2	5.8	12.96	-7.16	20.00	21.43	-1.43
IND560058AAB -> IND562132AAA | Carting	IND560058AAB	IND562132AAA	Carting	2018-09-10	7	4	7.57	NULL	NULL	14.29	NULL	NULL
IND560058AAB -> IND562132AAA | Carting	IND560058AAB	IND562132AAA	Carting	2018-09-17	8	4	5.38	7.57	-2.19	37.50	14.29	23.21
IND560058AAB -> IND562132AAA | Carting	IND560058AAB	IND562132AAA	Carting	2018-09-24	6	4	7.17	5.38	1.79	16.67	37.50	-20.83
IND560058AAB -> IND562132AAA | Carting	IND560058AAB	IND562132AAA	Carting	2018-10-01	4	2	5.75	7.17	-1.42	50.00	16.67	33.33
IND560058AAD -> IND562132AAA | Carting	IND560058AAD	IND562132AAA	Carting	2018-09-10	17	9	32.47	NULL	NULL	35.29	NULL	NULL
IND560058AAD -> IND562132AAA | Carting	IND560058AAD	IND562132AAA	Carting	2018-09-17	27	14	24.33	32.47	-8.14	40.74	35.29	5.45
IND560058AAD -> IND562132AAA | Carting	IND560058AAD	IND562132AAA	Carting	2018-09-24	22	11	27.73	24.33	3.4	27.27	40.74	-13.47
IND560058AAD -> IND562132AAA | Carting	IND560058AAD	IND562132AAA	Carting	2018-10-01	4	2	8.25	27.73	-19.48	50.00	27.27	22.73
IND560060AAB -> IND560099AAB | Carting	IND560060AAB	IND560099AAB	Carting	2018-09-10	9	3	4.78	NULL	NULL	22.22	NULL	NULL
IND560060AAB -> IND560099AAB | Carting	IND560060AAB	IND560099AAB	Carting	2018-09-17	18	6	3.28	4.78	-1.5	0.00	22.22	-22.22
IND560060AAB -> IND560099AAB | Carting	IND560060AAB	IND560099AAB	Carting	2018-09-24	12	4	4	3.28	0.72	8.33	0.00	8.33
IND560060AAB -> IND560099AAB | Carting	IND560060AAB	IND560099AAB	Carting	2018-10-01	4	2	16	4	12	25.00	8.33	16.67
IND560060AAB -> IND562132AAA | Carting	IND560060AAB	IND562132AAA	Carting	2018-09-10	18	6	15.61	NULL	NULL	38.89	NULL	NULL
IND560060AAB -> IND562132AAA | Carting	IND560060AAB	IND562132AAA	Carting	2018-09-17	26	9	6.15	15.61	-9.46	26.92	38.89	-11.97
IND560060AAB -> IND562132AAA | Carting	IND560060AAB	IND562132AAA	Carting	2018-09-24	6	2	5.5	6.15	-0.65	33.33	26.92	6.41
IND560060AAB -> IND562132AAA | Carting	IND560060AAB	IND562132AAA	Carting	2018-10-01	6	2	10	5.5	4.5	50.00	33.33	16.67
IND560064AAD -> IND560043AAC | Carting	IND560064AAD	IND560043AAC	Carting	2018-09-10	15	8	11.93	NULL	NULL	53.33	NULL	NULL
IND560064AAD -> IND560043AAC | Carting	IND560064AAD	IND560043AAC	Carting	2018-09-17	30	15	10.03	11.93	-1.9	46.67	53.33	-6.66
IND560064AAD -> IND560043AAC | Carting	IND560064AAD	IND560043AAC	Carting	2018-09-24	23	12	9.78	10.03	-0.25	47.83	46.67	1.16
IND560064AAD -> IND560043AAC | Carting	IND560064AAD	IND560043AAC	Carting	2018-10-01	12	6	15.83	9.78	6.05	50.00	47.83	2.17
IND560067AAC -> IND562114AAA | Carting	IND560067AAC	IND562114AAA	Carting	2018-09-10	8	7	20.62	NULL	NULL	100.00	NULL	NULL
IND560067AAC -> IND562114AAA | Carting	IND560067AAC	IND562114AAA	Carting	2018-09-17	6	6	16.83	20.62	-3.79	100.00	100.00	0.00
IND560067AAC -> IND562114AAA | Carting	IND560067AAC	IND562114AAA	Carting	2018-09-24	7	6	13.57	16.83	-3.26	85.71	100.00	-14.29
IND560067AAC -> IND562114AAA | Carting	IND560067AAC	IND562114AAA	Carting	2018-10-01	1	1	8	13.57	-5.57	0.00	85.71	-85.71
IND560077AAA -> IND560099AAB | Carting	IND560077AAA	IND560099AAB	Carting	2018-09-24	3	1	32.67	NULL	NULL	66.67	NULL	NULL
IND560078AAC -> IND560099AAB | Carting	IND560078AAC	IND560099AAB	Carting	2018-09-10	10	5	19.4	NULL	NULL	40.00	NULL	NULL
IND560078AAC -> IND560099AAB | Carting	IND560078AAC	IND560099AAB	Carting	2018-09-17	19	8	24.47	19.4	5.07	57.89	40.00	17.89
IND560078AAC -> IND560099AAB | Carting	IND560078AAC	IND560099AAB	Carting	2018-09-24	8	4	27.75	24.47	3.28	62.50	57.89	4.61
IND560078AAC -> IND560099AAB | Carting	IND560078AAC	IND560099AAB	Carting	2018-10-01	6	3	17.83	27.75	-9.92	33.33	62.50	-29.17
IND560078AAC -> IND562132AAA | Carting	IND560078AAC	IND562132AAA	Carting	2018-09-10	15	5	9.67	NULL	NULL	13.33	NULL	NULL
IND560078AAC -> IND562132AAA | Carting	IND560078AAC	IND562132AAA	Carting	2018-09-17	25	8	12.72	9.67	3.05	24.00	13.33	10.67
IND560078AAC -> IND562132AAA | Carting	IND560078AAC	IND562132AAA	Carting	2018-09-24	6	2	9.67	12.72	-3.05	33.33	24.00	9.33
IND560078AAC -> IND562132AAA | Carting	IND560078AAC	IND562132AAA	Carting	2018-10-01	3	1	3	9.67	-6.67	0.00	33.33	-33.33
IND560083AAB -> IND560058AAD | Carting	IND560083AAB	IND560058AAD	Carting	2018-09-10	3	1	5.33	NULL	NULL	0.00	NULL	NULL
IND560083AAB -> IND562132AAA | Carting	IND560083AAB	IND562132AAA	Carting	2018-09-10	28	7	8.04	NULL	NULL	28.57	NULL	NULL
IND560083AAB -> IND562132AAA | Carting	IND560083AAB	IND562132AAA	Carting	2018-09-17	40	12	16.73	8.04	8.69	25.00	28.57	-3.57
IND560083AAB -> IND562132AAA | Carting	IND560083AAB	IND562132AAA	Carting	2018-09-24	25	7	12.24	16.73	-4.49	24.00	25.00	-1.00
IND560083AAB -> IND562132AAA | Carting	IND560083AAB	IND562132AAA	Carting	2018-10-01	17	5	17.76	12.24	5.52	29.41	24.00	5.41
IND560085AAA -> IND562132AAA | Carting	IND560085AAA	IND562132AAA	Carting	2018-09-10	6	2	6.5	NULL	NULL	16.67	NULL	NULL
IND560085AAA -> IND562132AAA | Carting	IND560085AAA	IND562132AAA	Carting	2018-09-17	3	1	14.67	6.5	8.17	33.33	16.67	16.66
IND560085AAA -> IND562132AAA | Carting	IND560085AAA	IND562132AAA	Carting	2018-09-24	9	3	10.33	14.67	-4.34	44.44	33.33	11.11
IND560085AAA -> IND562132AAA | Carting	IND560085AAA	IND562132AAA	Carting	2018-10-01	3	1	21.67	10.33	11.34	66.67	44.44	22.23
IND560099AAB -> IND000000ACS | Carting	IND560099AAB	IND000000ACS	Carting	2018-09-17	2	1	6	NULL	NULL	0.00	NULL	NULL
IND560099AAB -> IND515004AAA | FTL	IND560099AAB	IND515004AAA	FTL	2018-10-01	10	1	8.5	NULL	NULL	0.00	NULL	NULL
IND560099AAB -> IND560002AAA | Carting	IND560099AAB	IND560002AAA	Carting	2018-09-10	9	4	3.22	NULL	NULL	0.00	NULL	NULL
IND560099AAB -> IND560002AAA | Carting	IND560099AAB	IND560002AAA	Carting	2018-09-17	22	11	7.91	3.22	4.69	18.18	0.00	18.18
IND560099AAB -> IND560002AAA | Carting	IND560099AAB	IND560002AAA	Carting	2018-09-24	16	8	7.69	7.91	-0.22	31.25	18.18	13.07
IND560099AAB -> IND560002AAA | Carting	IND560099AAB	IND560002AAA	Carting	2018-10-01	4	2	6	7.69	-1.69	0.00	31.25	-31.25
IND560099AAB -> IND560043AAC | Carting	IND560099AAB	IND560043AAC	Carting	2018-09-10	21	7	9.57	NULL	NULL	14.29	NULL	NULL
IND560099AAB -> IND560043AAC | Carting	IND560099AAB	IND560043AAC	Carting	2018-09-17	35	12	8.29	9.57	-1.28	14.29	14.29	0.00
IND560099AAB -> IND560043AAC | Carting	IND560099AAB	IND560043AAC	Carting	2018-09-24	44	15	6.7	8.29	-1.59	18.18	14.29	3.89
IND560099AAB -> IND560043AAC | Carting	IND560099AAB	IND560043AAC	Carting	2018-10-01	8	3	11.5	6.7	4.8	37.50	18.18	19.32
IND560099AAB -> IND560048AAB | Carting	IND560099AAB	IND560048AAB	Carting	2018-09-10	13	6	9.77	NULL	NULL	15.38	NULL	NULL
IND560099AAB -> IND560048AAB | Carting	IND560099AAB	IND560048AAB	Carting	2018-09-17	30	14	11.6	9.77	1.83	33.33	15.38	17.95
IND560099AAB -> IND560048AAB | Carting	IND560099AAB	IND560048AAB	Carting	2018-09-24	26	11	10.81	11.6	-0.79	23.08	33.33	-10.25
IND560099AAB -> IND560048AAB | Carting	IND560099AAB	IND560048AAB	Carting	2018-10-01	8	3	20.75	10.81	9.94	25.00	23.08	1.92
IND560099AAB -> IND560058AAB | Carting	IND560099AAB	IND560058AAB	Carting	2018-09-10	29	8	6.38	NULL	NULL	13.79	NULL	NULL
IND560099AAB -> IND560058AAB | Carting	IND560099AAB	IND560058AAB	Carting	2018-09-17	60	16	7.27	6.38	0.89	15.00	13.79	1.21
IND560099AAB -> IND560058AAB | Carting	IND560099AAB	IND560058AAB	Carting	2018-09-24	35	10	10	7.27	2.73	20.00	15.00	5.00
IND560099AAB -> IND560058AAB | Carting	IND560099AAB	IND560058AAB	Carting	2018-10-01	14	4	5.71	10	-4.29	14.29	20.00	-5.71
IND560099AAB -> IND560058AAD | Carting	IND560099AAB	IND560058AAD	Carting	2018-09-24	4	1	3.25	NULL	NULL	0.00	NULL	NULL
IND560099AAB -> IND560058AAD | Carting	IND560099AAB	IND560058AAD	Carting	2018-10-01	4	1	0.5	3.25	-2.75	0.00	0.00	0.00
IND560099AAB -> IND560060AAB | Carting	IND560099AAB	IND560060AAB	Carting	2018-09-10	18	6	3.67	NULL	NULL	11.11	NULL	NULL
IND560099AAB -> IND560060AAB | Carting	IND560099AAB	IND560060AAB	Carting	2018-09-17	33	11	5.15	3.67	1.48	6.06	11.11	-5.05
IND560099AAB -> IND560060AAB | Carting	IND560099AAB	IND560060AAB	Carting	2018-09-24	36	12	5.22	5.15	0.07	8.33	6.06	2.27
IND560099AAB -> IND560060AAB | Carting	IND560099AAB	IND560060AAB	Carting	2018-10-01	6	2	4.83	5.22	-0.39	16.67	8.33	8.34
IND560099AAB -> IND560077AAA | Carting	IND560099AAB	IND560077AAA	Carting	2018-09-24	4	1	28.5	NULL	NULL	100.00	NULL	NULL
IND560099AAB -> IND560078AAC | Carting	IND560099AAB	IND560078AAC	Carting	2018-09-10	8	4	10.12	NULL	NULL	25.00	NULL	NULL
IND560099AAB -> IND560078AAC | Carting	IND560099AAB	IND560078AAC	Carting	2018-09-17	26	13	9.65	10.12	-0.47	26.92	25.00	1.92
IND560099AAB -> IND560078AAC | Carting	IND560099AAB	IND560078AAC	Carting	2018-09-24	14	7	6.07	9.65	-3.58	21.43	26.92	-5.49
IND560099AAB -> IND560078AAC | Carting	IND560099AAB	IND560078AAC	Carting	2018-10-01	8	4	8.38	6.07	2.31	12.50	21.43	-8.93
IND560099AAB -> IND560083AAB | Carting	IND560099AAB	IND560083AAB	Carting	2018-09-10	2	1	7	NULL	NULL	50.00	NULL	NULL
IND560099AAB -> IND560085AAA | Carting	IND560099AAB	IND560085AAA	Carting	2018-09-10	8	4	15.5	NULL	NULL	37.50	NULL	NULL
IND560099AAB -> IND560085AAA | Carting	IND560099AAB	IND560085AAA	Carting	2018-09-17	12	6	20.83	15.5	5.33	75.00	37.50	37.50
IND560099AAB -> IND560085AAA | Carting	IND560099AAB	IND560085AAA	Carting	2018-09-24	8	4	12.12	20.83	-8.71	37.50	75.00	-37.50
IND560099AAB -> IND560085AAA | Carting	IND560099AAB	IND560085AAA	Carting	2018-10-01	6	3	14.33	12.12	2.21	33.33	37.50	-4.17
IND560099AAB -> IND560300AAA | Carting	IND560099AAB	IND560300AAA	Carting	2018-09-10	130	26	12.41	NULL	NULL	31.54	NULL	NULL
IND560099AAB -> IND560300AAA | Carting	IND560099AAB	IND560300AAA	Carting	2018-09-17	200	40	10.06	12.41	-2.35	23.00	31.54	-8.54
IND560099AAB -> IND560300AAA | Carting	IND560099AAB	IND560300AAA	Carting	2018-09-24	185	37	8.84	10.06	-1.22	23.78	23.00	0.78
IND560099AAB -> IND560300AAA | Carting	IND560099AAB	IND560300AAA	Carting	2018-10-01	90	18	11.02	8.84	2.18	28.89	23.78	5.11
IND560099AAB -> IND562132AAA | Carting	IND560099AAB	IND562132AAA	Carting	2018-09-10	106	22	9.51	NULL	NULL	16.04	NULL	NULL
IND560099AAB -> IND562132AAA | Carting	IND560099AAB	IND562132AAA	Carting	2018-09-17	135	28	9.92	9.51	0.41	25.93	16.04	9.89
IND560099AAB -> IND562132AAA | Carting	IND560099AAB	IND562132AAA	Carting	2018-09-24	87	18	8.71	9.92	-1.21	16.09	25.93	-9.84
IND560099AAB -> IND562132AAA | Carting	IND560099AAB	IND562132AAA	Carting	2018-10-01	43	9	11.21	8.71	2.5	13.95	16.09	-2.14
IND560099AAB -> IND562132AAA | FTL	IND560099AAB	IND562132AAA	FTL	2018-09-10	16	8	8.56	NULL	NULL	0.00	NULL	NULL
IND560099AAB -> IND562132AAA | FTL	IND560099AAB	IND562132AAA	FTL	2018-09-17	26	13	16.04	8.56	7.48	7.69	0.00	7.69
IND560099AAB -> IND562132AAA | FTL	IND560099AAB	IND562132AAA	FTL	2018-09-24	8	4	8.62	16.04	-7.42	0.00	7.69	-7.69
IND560099AAB -> IND632006AAA | FTL	IND560099AAB	IND632006AAA	FTL	2018-09-10	24	3	5	NULL	NULL	8.33	NULL	NULL
IND560099AAB -> IND632006AAA | FTL	IND560099AAB	IND632006AAA	FTL	2018-09-17	32	4	7.59	5	2.59	12.50	8.33	4.17
IND560099AAB -> IND632006AAA | FTL	IND560099AAB	IND632006AAA	FTL	2018-09-24	8	1	7.38	7.59	-0.21	12.50	12.50	0.00
IND560099AAB -> IND635001AAA | FTL	IND560099AAB	IND635001AAA	FTL	2018-09-10	3	1	29.67	NULL	NULL	33.33	NULL	NULL
IND560099AAB -> IND635001AAA | FTL	IND560099AAB	IND635001AAA	FTL	2018-09-17	3	1	24.67	29.67	-5	33.33	33.33	0.00
IND560099AAB -> IND635001AAA | FTL	IND560099AAB	IND635001AAA	FTL	2018-09-24	6	2	21.67	24.67	-3	33.33	33.33	0.00
IND560099AAB -> IND683511AAA | FTL	IND560099AAB	IND683511AAA	FTL	2018-09-10	32	2	14.59	NULL	NULL	15.63	NULL	NULL
IND560099AAB -> IND683511AAA | FTL	IND560099AAB	IND683511AAA	FTL	2018-09-17	127	8	14.35	14.59	-0.24	7.09	15.63	-8.54
IND560099AAB -> IND683511AAA | FTL	IND560099AAB	IND683511AAA	FTL	2018-09-24	64	4	19.05	14.35	4.7	14.06	7.09	6.97
IND560099AAB -> IND683511AAB | FTL	IND560099AAB	IND683511AAB	FTL	2018-09-17	16	1	16.19	NULL	NULL	12.50	NULL	NULL
IND560099AAG -> IND560099AAB | Carting	IND560099AAG	IND560099AAB	Carting	2018-09-17	1	1	2	NULL	NULL	0.00	NULL	NULL
IND560099AAG -> IND560099AAB | Carting	IND560099AAG	IND560099AAB	Carting	2018-10-01	1	1	19	2	17	100.00	0.00	100.00
IND560099AAH -> IND562125AAA | Carting	IND560099AAH	IND562125AAA	Carting	2018-09-24	1	1	13	NULL	NULL	0.00	NULL	NULL
IND560300AAA -> IND000000ACS | Carting	IND560300AAA	IND000000ACS	Carting	2018-09-17	4	1	13.5	NULL	NULL	50.00	NULL	NULL
IND560300AAA -> IND560002AAA | Carting	IND560300AAA	IND560002AAA	Carting	2018-09-10	10	3	1	NULL	NULL	0.00	NULL	NULL
IND560300AAA -> IND560002AAA | Carting	IND560300AAA	IND560002AAA	Carting	2018-09-17	21	7	5	1	4	9.52	0.00	9.52
IND560300AAA -> IND560002AAA | Carting	IND560300AAA	IND560002AAA	Carting	2018-09-24	22	7	4.68	5	-0.32	13.64	9.52	4.12
IND560300AAA -> IND560002AAA | Carting	IND560300AAA	IND560002AAA	Carting	2018-10-01	7	3	2.57	4.68	-2.11	0.00	13.64	-13.64
IND560300AAA -> IND560043AAC | Carting	IND560300AAA	IND560043AAC	Carting	2018-09-10	22	8	3.55	NULL	NULL	9.09	NULL	NULL
IND560300AAA -> IND560043AAC | Carting	IND560300AAA	IND560043AAC	Carting	2018-09-17	30	10	4.37	3.55	0.82	10.00	9.09	0.91
IND560300AAA -> IND560043AAC | Carting	IND560300AAA	IND560043AAC	Carting	2018-09-24	32	11	3.66	4.37	-0.71	12.50	10.00	2.50
IND560300AAA -> IND560043AAC | Carting	IND560300AAA	IND560043AAC	Carting	2018-10-01	11	4	4.73	3.66	1.07	9.09	12.50	-3.41
IND560300AAA -> IND560048AAB | Carting	IND560300AAA	IND560048AAB	Carting	2018-09-17	3	1	0.67	NULL	NULL	0.00	NULL	NULL
IND560300AAA -> IND560048AAB | Carting	IND560300AAA	IND560048AAB	Carting	2018-09-24	9	3	3.22	0.67	2.55	0.00	0.00	0.00
IND560300AAA -> IND560058AAB | Carting	IND560300AAA	IND560058AAB	Carting	2018-09-10	21	7	4.52	NULL	NULL	9.52	NULL	NULL
IND560300AAA -> IND560058AAB | Carting	IND560300AAA	IND560058AAB	Carting	2018-09-17	39	13	4.67	4.52	0.15	12.82	9.52	3.30
IND560300AAA -> IND560058AAB | Carting	IND560300AAA	IND560058AAB	Carting	2018-09-24	42	14	6.86	4.67	2.19	23.81	12.82	10.99
IND560300AAA -> IND560058AAB | Carting	IND560300AAA	IND560058AAB	Carting	2018-10-01	9	3	5	6.86	-1.86	22.22	23.81	-1.59
IND560300AAA -> IND560078AAC | Carting	IND560300AAA	IND560078AAC	Carting	2018-09-10	12	3	12.67	NULL	NULL	41.67	NULL	NULL
IND560300AAA -> IND560078AAC | Carting	IND560300AAA	IND560078AAC	Carting	2018-09-17	20	5	19.6	12.67	6.93	55.00	41.67	13.33
IND560300AAA -> IND560078AAC | Carting	IND560300AAA	IND560078AAC	Carting	2018-09-24	20	5	19.7	19.6	0.1	60.00	55.00	5.00
IND560300AAA -> IND560078AAC | Carting	IND560300AAA	IND560078AAC	Carting	2018-10-01	12	3	18	19.7	-1.7	50.00	60.00	-10.00
IND560300AAA -> IND560085AAA | Carting	IND560300AAA	IND560085AAA	Carting	2018-09-10	12	3	2.33	NULL	NULL	0.00	NULL	NULL
IND560300AAA -> IND560085AAA | Carting	IND560300AAA	IND560085AAA	Carting	2018-09-17	27	7	8.7	2.33	6.37	22.22	0.00	22.22
IND560300AAA -> IND560085AAA | Carting	IND560300AAA	IND560085AAA	Carting	2018-09-24	19	5	3.47	8.7	-5.23	0.00	22.22	-22.22
IND560300AAA -> IND560085AAA | Carting	IND560300AAA	IND560085AAA	Carting	2018-10-01	12	3	3.5	3.47	0.03	16.67	0.00	16.67
IND560300AAA -> IND560099AAB | Carting	IND560300AAA	IND560099AAB	Carting	2018-09-10	100	20	15.11	NULL	NULL	34.00	NULL	NULL
IND560300AAA -> IND560099AAB | Carting	IND560300AAA	IND560099AAB	Carting	2018-09-17	150	30	13.73	15.11	-1.38	36.67	34.00	2.67
IND560300AAA -> IND560099AAB | Carting	IND560300AAA	IND560099AAB	Carting	2018-09-24	117	25	14.99	13.73	1.26	44.44	36.67	7.77
IND560300AAA -> IND560099AAB | Carting	IND560300AAA	IND560099AAB	Carting	2018-10-01	55	11	13.05	14.99	-1.94	34.55	44.44	-9.89
IND560300AAA -> IND562132AAA | Carting	IND560300AAA	IND562132AAA	Carting	2018-09-10	72	19	10.4	NULL	NULL	13.89	NULL	NULL
IND560300AAA -> IND562132AAA | Carting	IND560300AAA	IND562132AAA	Carting	2018-09-17	145	39	13.5	10.4	3.1	17.24	13.89	3.35
IND560300AAA -> IND562132AAA | Carting	IND560300AAA	IND562132AAA	Carting	2018-09-24	134	36	13.1	13.5	-0.4	13.43	17.24	-3.81
IND560300AAA -> IND562132AAA | Carting	IND560300AAA	IND562132AAA	Carting	2018-10-01	52	14	12.48	13.1	-0.62	21.15	13.43	7.72
IND560300AAA -> IND563101AAB | Carting	IND560300AAA	IND563101AAB	Carting	2018-09-10	23	4	9.7	NULL	NULL	30.43	NULL	NULL
IND560300AAA -> IND563101AAB | Carting	IND560300AAA	IND563101AAB	Carting	2018-09-17	6	1	6	9.7	-3.7	16.67	30.43	-13.76
IND560300AAA -> IND563130AAA | Carting	IND560300AAA	IND563130AAA	Carting	2018-09-10	5	1	8.8	NULL	NULL	20.00	NULL	NULL
IND560300AAA -> IND563130AAA | Carting	IND560300AAA	IND563130AAA	Carting	2018-09-17	5	1	6.4	8.8	-2.4	0.00	20.00	-20.00
IND560300AAA -> IND563131AAB | Carting	IND560300AAA	IND563131AAB	Carting	2018-09-10	7	1	6.71	NULL	NULL	14.29	NULL	NULL
IND560300AAB -> IND563101AAB | Carting	IND560300AAB	IND563101AAB	Carting	2018-09-17	36	6	7.11	NULL	NULL	19.44	NULL	NULL
IND560300AAB -> IND563101AAB | Carting	IND560300AAB	IND563101AAB	Carting	2018-09-24	26	6	12.35	7.11	5.24	26.92	19.44	7.48
IND560300AAB -> IND563101AAB | Carting	IND560300AAB	IND563101AAB	Carting	2018-10-01	12	2	9	12.35	-3.35	25.00	26.92	-1.92
IND560300AAB -> IND563116AAA | Carting	IND560300AAB	IND563116AAA	Carting	2018-09-17	9	1	7.56	NULL	NULL	22.22	NULL	NULL
IND560300AAB -> IND563125AAB | Carting	IND560300AAB	IND563125AAB	Carting	2018-09-24	6	1	3	NULL	NULL	0.00	NULL	NULL
IND560300AAB -> IND563130AAA | Carting	IND560300AAB	IND563130AAA	Carting	2018-09-17	15	3	8.33	NULL	NULL	20.00	NULL	NULL
IND560300AAB -> IND563130AAA | Carting	IND560300AAB	IND563130AAA	Carting	2018-09-24	20	4	7.6	8.33	-0.73	20.00	20.00	0.00
IND560300AAB -> IND563130AAA | Carting	IND560300AAB	IND563130AAA	Carting	2018-10-01	5	1	7.6	7.6	0	20.00	20.00	0.00
IND561202AAB -> IND515134AAA | Carting	IND561202AAB	IND515134AAA	Carting	2018-09-10	21	3	6.9	NULL	NULL	28.57	NULL	NULL
IND561202AAB -> IND515134AAA | Carting	IND561202AAB	IND515134AAA	Carting	2018-09-17	34	5	7.15	6.9	0.25	35.29	28.57	6.72
IND561202AAB -> IND515134AAA | Carting	IND561202AAB	IND515134AAA	Carting	2018-09-24	25	4	10.88	7.15	3.73	44.00	35.29	8.71
IND561202AAB -> IND515134AAA | Carting	IND561202AAB	IND515134AAA	Carting	2018-10-01	12	2	10.17	10.88	-0.71	33.33	44.00	-10.67
IND561203AAB -> IND562101AAA | Carting	IND561203AAB	IND562101AAA	Carting	2018-09-10	9	3	5.11	NULL	NULL	11.11	NULL	NULL
IND561203AAB -> IND562101AAA | Carting	IND561203AAB	IND562101AAA	Carting	2018-09-17	12	4	4.83	5.11	-0.28	8.33	11.11	-2.78
IND561203AAB -> IND562101AAA | Carting	IND561203AAB	IND562101AAA	Carting	2018-09-24	12	4	4.58	4.83	-0.25	8.33	8.33	0.00
IND561203AAB -> IND562101AAA | Carting	IND561203AAB	IND562101AAA	Carting	2018-10-01	3	1	3.67	4.58	-0.91	0.00	8.33	-8.33
IND561207AAB -> IND562108AAA | Carting	IND561207AAB	IND562108AAA	Carting	2018-09-10	12	3	3.58	NULL	NULL	8.33	NULL	NULL
IND561207AAB -> IND562108AAA | Carting	IND561207AAB	IND562108AAA	Carting	2018-09-17	20	5	2.6	3.58	-0.98	0.00	8.33	-8.33
IND561207AAB -> IND562108AAA | Carting	IND561207AAB	IND562108AAA	Carting	2018-09-24	11	3	1.55	2.6	-1.05	0.00	0.00	0.00
IND561207AAB -> IND562108AAA | Carting	IND561207AAB	IND562108AAA	Carting	2018-10-01	4	1	3.75	1.55	2.2	0.00	0.00	0.00
IND561207AAB -> IND572101AAA | Carting	IND561207AAB	IND572101AAA	Carting	2018-10-01	10	1	12.5	NULL	NULL	40.00	NULL	NULL
IND562101AAA -> IND561207AAB | Carting	IND562101AAA	IND561207AAB	Carting	2018-09-10	9	2	1.44	NULL	NULL	11.11	NULL	NULL
IND562101AAA -> IND561207AAB | Carting	IND562101AAA	IND561207AAB	Carting	2018-09-17	16	4	2.12	1.44	0.68	12.50	11.11	1.39
IND562101AAA -> IND561207AAB | Carting	IND562101AAA	IND561207AAB	Carting	2018-09-24	11	4	1.45	2.12	-0.67	9.09	12.50	-3.41
IND562101AAA -> IND561207AAB | Carting	IND562101AAA	IND561207AAB	Carting	2018-10-01	11	3	1.55	1.45	0.1	9.09	9.09	0.00
IND562108AAA -> IND572101AAA | Carting	IND562108AAA	IND572101AAA	Carting	2018-09-17	6	1	19.33	NULL	NULL	33.33	NULL	NULL
IND562108AAA -> IND572101AAA | Carting	IND562108AAA	IND572101AAA	Carting	2018-10-01	6	1	7	19.33	-12.33	16.67	33.33	-16.66
IND562114AAA -> IND560048AAB | Carting	IND562114AAA	IND560048AAB	Carting	2018-09-10	8	4	15.88	NULL	NULL	87.50	NULL	NULL
IND562114AAA -> IND560048AAB | Carting	IND562114AAA	IND560048AAB	Carting	2018-09-17	5	3	16.2	15.88	0.32	60.00	87.50	-27.50
IND562114AAA -> IND560048AAB | Carting	IND562114AAA	IND560048AAB	Carting	2018-09-24	4	2	45.75	16.2	29.55	100.00	60.00	40.00
IND562114AAA -> IND560067AAC | Carting	IND562114AAA	IND560067AAC	Carting	2018-09-10	2	2	38	NULL	NULL	100.00	NULL	NULL
